"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NR87",833,41,0.2,14.13,30.48,0.74,50,292.6,4
"NR88",834,40,0.211,13.5,36.66,0.74,55,306.7,4
"NR89",835,68,0.24,11.63,36.39,0.74,64.3,312.9,4
"NR91",836,0,0.098,26.15,37.65,0.74,23.1,260.4,7
"NR92",837,16,0.139,17.85,37.94,0.74,35.7,279.7,6
"NR93",838,50,0.147,16.9,36.91,0.74,39.9,296.7,7
"NR94",839,32,0.147,17.72,35.12,0.74,39.6,303,7
"NR95",840,33,0.164,16.25,37.11,0.74,44.6,308.7,5
"NR96",841,43,0.194,13.58,41.62,0.74,54.4,316.2,5
"NR97",842,43,0.204,13.47,40.88,0.74,54.5,307.9,4
"NR98",843,32,0.21,13.47,36.87,0.74,54.9,305.8,4
"NR99",844,79,0.223,13.3,36.78,0.74,58,311.9,4
"NS00",845,0,0.101,24.92,31.77,0.74,23.9,258.4,7
"NS01",846,0,0.107,23.47,33.44,0.74,26.4,268.7,7
"NS02",847,31,0.151,15.95,33.49,0.74,37.7,268.5,7
"NS03",848,50,0.152,16.65,36.2,0.74,40.1,290,6
"NS04",849,30,0.157,16.49,34.92,0.74,42.7,304.4,6
"NS05",850,10,0.114,24.1,34.37,0.74,26.2,266.3,7
"NS06",851,35,0.141,19.2,32.16,0.74,38,310.8,7
"NS07",852,46,0.211,12.6,37.96,0.74,58.3,314,5
"NS08",853,36,0.216,12.94,38.55,0.74,57.7,310.8,4
"NS09",854,45,0.213,14.01,37.17,0.74,55.1,311.1,4
"NS10",855,4,0.095,30.67,31.83,0.74,16.4,204.2,5
"NS14",856,6,0.098,33.11,33.82,0.74,17.3,226.9,6
"NS15",857,88,0.107,26.04,34.8,0.74,22.6,244.8,6
"NS16",858,0,0.115,24.78,36.38,0.74,27.7,284.6,7
"NS17",859,10,0.199,14.25,40.27,0.74,53.3,313.6,4
"NS18",860,82,0.206,15.91,39.96,0.74,56.5,345.1,5
"NS19",861,76,0.194,15.5,34.65,0.74,55,345,5
"NS20",862,22,0.109,32.88,30.6,0.74,19.4,235.5,4
"NS21",863,32,0.112,25.04,29.26,0.74,20.6,214.1,6
"NS22",864,0,0.099,26.02,32.09,0.74,23.2,257.3,6
"NS23",865,0,0.1,31.09,35.6,0.74,21.4,263.3,5
"NS24",866,0,0.108,30.16,34.95,0.74,18.6,223.2,7
"NS25",867,9,0.139,20.15,28.03,0.74,34.1,289.2,7
"NS26",868,3,0.139,20.65,27.92,0.74,35.1,302.2,7
"NS27",869,20,0.165,16.03,31.63,0.74,46.5,319.2,6
"NS28",870,5,0.189,14.03,34.43,0.74,55.1,331.3,5
"NS29",871,15,0.205,14.75,34.3,0.74,59.9,355.8,4
"NS30",872,31,0.127,23.85,32.33,0.74,23,221.3,6
"NS31",873,5,0.103,33.61,27.7,0.74,17,218.9,4
"NS32",874,9,0.114,34.62,27.94,0.74,16.1,201.7,5
"NS33",875,3,0.111,31.63,33.26,0.74,17.8,215.6,5
"NS34",876,1,0.114,28.29,35.41,0.74,19.3,218.6,7
"NS35",877,18,0.114,29.42,36.47,0.74,18.7,217.8,7
"NS36",878,39,0.116,26.13,37.06,0.74,20.6,221.3,8
"NS37",879,2,0.119,24.78,34.86,0.74,22,225.6,7
"NS38",880,62,0.156,18.88,34.41,0.74,42.3,324.9,5
"NS39",881,20,0.198,15.74,36.09,0.74,60.9,379.8,3
"NS40",882,30,0.132,20.7,33.09,0.74,24,208.6,6
"NS41",883,12,0.122,26.13,30.13,0.74,19.7,202.8,5
"NS42",884,6,0.115,29.02,29.56,0.74,18.6,211.1,5
"NS43",885,0,0.118,30.09,33.12,0.74,18.4,210.5,4
"NS44",886,2,0.117,30.26,36.51,0.74,18.6,215.3,5
"NS45",887,5,0.115,30.29,39.96,0.74,18.8,220.8,6
"NS46",888,11,0.129,31.97,39.14,0.74,20.7,241,5
"NS47",889,9,0.133,21.93,36.14,0.74,31.1,280.6,6
"NS48",890,89,0.134,23.58,35.51,0.74,26.1,246.9,6
"NS49",891,43,0.193,16.06,30.86,0.74,49.5,315.9,4
"NS50",892,21,0.137,21.22,34.9,0.74,26.2,226.4,5
"NS51",893,1,0.123,24.28,34.03,0.74,20.9,206.3,6
"NS52",894,5,0.121,26.52,33.45,0.74,19.8,208.5,6
"NS53",895,4,0.119,29.73,35.14,0.74,19,215.2,3
"NS54",896,82,0.146,19.16,25.21,0.74,25,198.6,5
"NS55",897,38,0.121,32.79,41.74,0.74,18.3,217.9,5
"NS56",898,26,0.135,32.55,38.8,0.74,20.9,240.6,5
"NS57",899,15,0.138,25.49,40.55,0.74,24.1,238.5,6
"NS58",900,18,0.139,23.3,35.98,0.74,25.2,234,6
"NS59",901,29,0.149,22.11,35.02,0.74,27,236.2,6
"NS60",902,0,0.124,22.03,36.55,0.74,23.4,215.5,6
"NS61",903,0,0.117,29.91,38.32,0.74,21.1,237.5,5
"NS62",904,2,0.118,27.37,37.5,0.74,21.5,230.7,5
"NS63",905,60,0.133,21.98,32.11,0.74,24.1,214.9,5
"NS64",906,52,0.114,33.08,37.11,0.74,18.1,221.2,5
"NS65",907,51,0.128,31.94,41.73,0.74,19.5,222.3,5
"NS66",908,3,0.155,28.5,37.77,0.74,23.9,238.8,5
"NS67",909,3,0.152,24.39,41.48,0.74,25.5,234.4,4
"NS68",910,24,0.162,20.44,29.85,0.74,44.1,349.8,4
"NS69",911,25,0.168,20.1,36.18,0.74,31.3,246.3,5
"NS70",912,36,0.119,25.4,38.26,0.74,22.3,226.7,5
"NS71",913,2,0.118,27.98,38.37,0.74,21.6,233.2,4
"NS72",914,4,0.113,26.91,37.64,0.74,21.3,229.3,5
"NS73",915,8,0.106,27.76,37.55,0.74,20.4,229.8,6
"NS74",916,43,0.124,29.05,36.88,0.74,19.3,212.4,4
"NS75",917,24,0.147,27.76,39.79,0.74,22.8,228,5
"NS76",918,4,0.154,26.49,42.38,0.74,24.4,233.4,5
"NS77",919,10,0.159,22.74,40.9,0.74,27.1,235.4,5
"NS78",920,0,0.144,23.94,36.55,0.74,26,240.2,5
"NS79",921,13,0.175,21.73,39.12,0.74,32.3,256.9,4
"NS80",922,42,0.115,29.8,42.77,0.74,21.8,248.2,4
"NS81",923,62,0.113,28.06,41.67,0.74,21.6,237.4,4
"NS82",924,0,0.111,28.69,39.61,0.74,20.9,234.5,4
"NS83",925,16,0.123,26.34,35.66,0.74,22,228,5
"NS84",926,76,0.137,24.54,33.33,0.74,21.5,205.8,5
"NS85",927,8,0.138,27.52,35.81,0.74,21,214,5
"NS86",928,3,0.137,25.97,39.03,0.74,23.4,232.1,5
"NS87",929,3,0.158,21.65,39.57,0.74,27.3,231.3,6
"NS88",930,22,0.182,21.54,38.26,0.74,32,249.7,4
"NS89",931,74,0.186,19.75,37.48,0.74,33.4,245.9,4
"NS90",932,15,0.111,28.25,43.71,0.74,21.3,236.5,5
"NS91",933,17,0.109,29.1,43.55,0.74,20.9,237.7,4
"NS92",934,0,0.11,29.26,42.29,0.74,20.6,235.3,4
"NS93",935,2,0.137,21.68,32.36,0.74,24.5,217.2,6
"NS94",936,2,0.147,23.18,31.81,0.74,23.5,207.8,4
"NS95",937,6,0.139,25.64,35.1,0.74,24.9,239.3,4
"NS96",938,8,0.166,22.61,34.22,0.74,26,218.1,4
"NS97",939,47,0.175,19.93,35.22,0.74,30.5,234.9,5
"NS98",940,9,0.203,19.19,36.15,0.74,36.2,252.7,4
"NS99",941,68,0.174,21.18,42.03,0.74,33.6,266.1,5
"NT00",942,18,0.134,24.39,39.57,0.74,25,240,5
"NT01",943,8,0.104,31.17,43.46,0.74,19.5,234.1,4
"NT02",944,3,0.108,26.72,40.02,0.74,20.2,221.1,6
"NT03",945,5,0.143,20.18,34.35,0.74,26.8,225,7
"NT04",946,18,0.152,19.76,29.78,0.74,27.3,219.7,6
"NT05",947,12,0.167,17.14,30.59,0.74,28.6,202.5,5
"NT06",948,22,0.199,17.87,32.8,0.74,33.5,228.8,3
"NT07",949,49,0.202,17.81,35.67,0.74,39.7,266,4
"NT08",950,61,0.207,18.24,38.66,0.74,39.2,264.8,4
"NT09",951,51,0.165,21.15,36.4,0.74,30.6,248.5,4
"NT10",952,2,0.121,28.97,40.57,0.74,22.1,242.5,5
"NT11",953,38,0.114,25.96,41.67,0.74,21.6,227.7,6
"NT12",954,29,0.113,25.51,40.95,0.74,21.6,226.8,6
"NT13",955,40,0.125,22.89,39.04,0.74,24.2,230,7
"NT14",956,19,0.139,21.02,33.58,0.74,25.9,224.7,7
"NT15",957,62,0.169,18.42,34.39,0.74,30.5,223.1,4
"NT16",958,75,0.245,15.22,34.22,0.74,46.8,259.3,5
"NT17",959,25,0.237,13.87,34.24,0.74,48.8,266.6,4
"NT18",960,35,0.203,18.67,41.29,0.74,38.4,263.4,4
"NT19",961,32,0.187,20.06,39.13,0.74,36.8,272.9,5
"NT20",962,6,0.136,25.33,38.11,0.74,24.8,240.1,4
"NT21",963,36,0.115,28.1,43.49,0.74,22.3,242.6,3
"NT22",964,31,0.119,25.38,42.42,0.74,23.6,240.4,5
"NT23",965,65,0.136,21.21,38.13,0.74,26.5,233,6
"NT24",966,20,0.131,24.94,36.45,0.74,23.8,234.6,6
"NT25",967,61,0.222,14.52,30.86,0.74,39.7,226.3,4
"NT26",968,84,0.213,16.32,34.28,0.74,40.2,250.6,4
"NT27",969,75,0.213,18.04,39.66,0.74,39.6,261.1,4
"NT28",970,19,0.211,16.18,37.68,0.74,43.6,272.9,4
"NT29",971,17,0.21,16.72,38.98,0.74,43.2,276,4
"NT30",972,12,0.147,24.25,39.04,0.74,27.4,249.1,5
"NT31",973,4,0.13,26.74,42.32,0.74,25.1,253.4,5
"NT32",974,22,0.131,23.48,42.66,0.74,27,253.5,5
"NT33",975,34,0.14,23.79,35.38,0.74,26.4,246.5,6
"NT34",976,3,0.146,18.73,36.01,0.74,30.2,237.9,6
"NT35",977,76,0.21,14.46,30.52,0.74,38.9,227.3,5
"NT36",978,114,0.247,11.75,33.85,0.74,54.2,264.7,5
"NT37",979,23,0.239,12.77,34.92,0.74,51.3,266,4
"NT38",980,0,0.212,15.45,49.52,0.74,47.1,284.6,4
"NT39",981,9,0.226,13.64,39.14,0.74,49.2,271.3,4
"NT40",982,6,0.145,22.9,39.91,0.74,29.7,263.2,3
"NT41",983,5,0.187,16.52,35.23,0.74,39.2,262.3,6
"NT42",984,43,0.191,16.48,32.32,0.74,38.5,254,5
"NT43",985,108,0.193,15.47,29.05,0.74,37.1,235.2,6
"NT44",986,3,0.151,19.26,36.9,0.74,30.8,245.1,6
"NT45",987,41,0.171,16.73,33.28,0.74,33.8,235.3,5
"NT46",988,94,0.266,10.56,35.04,0.74,59.7,265.8,5
"NT47",989,67,0.246,11.67,37.23,0.74,54.7,265.8,4
"NT48",990,62,0.208,15.03,40.64,0.74,44.8,269,4
"NT49",991,9,0.184,18.05,43.01,0.74,37.8,265.9,4
"NT50",992,37,0.172,22.1,41.83,0.74,33.6,267.6,4
"NT51",993,26,0.253,12.71,28.88,0.74,50.4,252.6,4
"NT52",994,67,0.25,12.22,23.46,0.74,45.8,223.2,4
"NT53",995,75,0.271,10.7,19.54,0.74,48.7,213.4,4
"NT54",996,76,0.265,10.81,20.08,0.74,47.2,210.9,4
"NT55",997,26,0.222,12.8,31.08,0.74,44.7,237.8,4
"NT56",998,89,0.267,10.99,33.85,0.74,59.6,268.8,4
"NT57",999,187,0.25,11.62,36.92,0.74,55.3,266.1,4
"NT58",1000,126,0.228,12.93,40.65,0.74,50.1,266.2,4
"NT59",1001,0,0.179,18.19,43.74,0.74,36.5,260,4
"NT60",1002,20,0.19,20.22,37.44,0.74,36.5,263.5,5
"NT61",1003,23,0.27,12.08,33.28,0.74,54.6,260.1,4
"NT62",1004,57,0.264,12.59,28.99,0.74,54.2,265.3,4
"NT63",1005,30,0.286,10.47,26.5,0.74,61.5,264.6,3
"NT64",1006,31,0.267,10.87,22.04,0.74,48.6,216.8,4
"NT65",1007,34,0.279,11.99,31.74,0.74,54.6,251,5
"NT66",1008,96,0.25,11.73,28.23,0.74,49.2,236.9,3
"NT67",1009,191,0.263,11.15,34.69,0.74,57.4,264.6,4
"NT68",1010,89,0.228,12.89,40.92,0.74,51.6,272.6,4
"NT69",1011,34,0.18,18.16,44.72,0.74,37.4,264.8,4
"NT70",1012,74,0.191,18.17,37.6,0.74,37,252.6,4
"NT71",1013,26,0.226,14.23,35.11,0.74,47.8,270.2,5
"NT72",1014,1,0.266,13.16,34.06,0.74,51.3,254.7,5
"NT73",1015,11,0.278,11.67,29.96,0.74,58.6,270.6,4
"NT74",1016,74,0.278,11.09,31.32,0.74,60.3,270.6,4
"NT75",1017,32,0.263,11.82,27.57,0.74,52,244.1,4
"NT76",1018,81,0.273,11.2,24.1,0.74,49.7,223.3,4
"NT77",1019,121,0.248,12.44,33.15,0.74,51.4,257.7,4
"NT80",1020,53,0.233,14.22,29.86,0.74,49.5,273,4
"NT81",1021,39,0.216,15.22,30.89,0.74,43.5,257.4,4
"NT82",1022,77,0.233,13.69,32.49,0.74,48.5,264.3,4
"NT83",1023,39,0.27,13.09,32.82,0.74,54.4,270,4
"NT84",1024,37,0.276,11.62,32.08,0.74,58.6,271.3,4
"NT85",1025,29,0.272,11.45,32.99,0.74,58.5,270.1,4
"NT86",1026,28,0.247,12.58,31.64,0.74,50,251.9,3
"NT87",1027,41,0.189,14.62,35.35,0.74,40.8,251.1,5
"NT90",1028,84,0.302,10.75,33.41,0.74,61.3,262,4
"NT91",1029,75,0.243,13.49,30.24,0.74,49.6,260.1,4
"NT92",1030,120,0.293,11.16,33.17,0.74,61.2,265.7,5
"NT93",1031,76,0.272,13.53,33.43,0.74,53,267.1,4
"NT94",1032,27,0.275,12.32,33.11,0.74,56.6,271.1,4
"NT95",1033,32,0.273,12.07,33.79,0.74,57,270.8,4
"NT96",1034,44,0.268,11.67,33.43,0.74,57.2,269.2,4
"NU00",1035,44,0.3,12.13,32.75,0.74,55,249.2,5
"NU01",1036,80,0.289,12.31,34.17,0.74,53.8,250.1,5
"NU02",1037,51,0.277,12.83,32.87,0.74,50.2,242.1,5
"NU03",1038,44,0.27,13.94,34.62,0.74,50.9,259.8,5
"NU04",1039,58,0.272,12.78,32.8,0.74,54.9,269.6,4
"NU05",1040,10,0.251,13.48,31.38,0.74,50.3,261.8,4
"NU10",1041,22,0.295,12.5,32.63,0.74,52,241.2,5
"NU11",1042,27,0.292,12.56,34.4,0.74,52.8,246.7,5
"NU12",1043,32,0.272,14.48,34.43,0.74,47.9,248,5
"NU13",1044,99,0.276,13.75,31.11,0.74,52.2,264.7,4
"NU14",1045,77,0.25,12.6,28.03,0.74,48.4,242.1,4
"NU20",1046,31,0.277,14.86,31.67,0.74,39.7,209.6,4
"NU21",1047,38,0.277,15.37,30.97,0.74,43.4,233.8,5
"NU22",1048,41,0.275,15.04,30.59,0.74,47.2,251.9,5
"NU23",1049,16,0.269,14.69,30.23,0.74,48.7,259.3,5
"NW95",1050,44,0.12,24.13,35.56,0.74,22.6,225.5,7
"NW96",1051,21,0.119,24.8,36.3,0.74,22.3,226,6
"NW97",1052,1,0.114,25.28,36.52,0.74,21.4,223.1,6
"NX03",1053,8,0.123,22.32,33.07,0.74,23.4,221.1,8
"NX04",1054,68,0.125,21.92,33.74,0.74,23.6,219.6,8
"NX05",1055,26,0.12,23.38,34.91,0.74,22.6,221.5,7
"NX06",1056,21,0.119,24.53,36.66,0.74,22.3,223.9,6
"NX07",1057,15,0.127,20.97,34.65,0.74,27.6,249,7
"NX08",1058,34,0.119,26.34,35.19,0.74,21.7,226.7,5
"NX09",1059,30,0.101,25.6,30.44,0.74,23,252,6
"NX13",1060,49,0.129,21.06,33.14,0.74,24.3,218,8
"NX14",1061,3,0.132,21.77,36.61,0.74,25.2,227.6,7
"NX15",1062,43,0.127,22.36,34.68,0.74,23.8,220.6,7
"NX16",1063,49,0.116,28.72,37.75,0.74,21.7,241,4
"NX17",1064,7,0.126,25.21,32.1,0.74,25.3,248.6,4
"NX18",1065,17,0.125,23.36,36.52,0.74,25.1,240.5,6
"NX19",1066,25,0.114,27.01,36.77,0.74,20.6,220.3,4
"NX24",1067,0,0.121,22.36,33.61,0.74,23,218.6,8
"NX25",1068,9,0.11,31.21,39.97,0.74,20.8,248.4,4
"NX26",1069,9,0.125,25.17,32.63,0.74,24.4,242.8,5
"NX27",1070,6,0.133,23.95,32.45,0.74,27,253.1,4
"NX28",1071,1,0.126,24.61,33.46,0.74,25.8,253.9,5
"NX29",1072,2,0.131,22.08,30.82,0.74,26.4,240.2,6
"NX33",1073,7,0.126,21.26,32.11,0.74,23.8,215.8,8
"NX34",1074,12,0.129,21.65,33.54,0.74,24.3,221.4,7
"NX35",1075,6,0.115,29.98,38.48,0.74,21.9,249.5,5
"NX36",1076,6,0.127,26.05,39.11,0.74,24.7,251.4,5
"NX37",1077,70,0.133,23.18,33.07,0.74,26.8,247.8,5
"NX38",1078,19,0.143,21.25,30.83,0.74,28.2,240.2,5
"NX39",1079,14,0.143,19.34,29.09,0.74,26.6,213.3,5
"NX43",1080,34,0.146,18.56,32.56,0.74,27.4,216.9,7
"NX44",1081,9,0.137,20.3,33.19,0.74,25.7,219.7,7
"NX45",1082,10,0.133,21.4,33.39,0.74,24.9,221.4,7
"NX46",1083,50,0.135,21.27,35.26,0.74,26.6,233.7,6
"NX47",1084,38,0.147,18.11,30.29,0.74,27,207.1,5
"NX48",1085,83,0.143,18.09,31.31,0.74,25.8,201.1,7
"NX49",1086,16,0.14,18.9,31.65,0.74,25.8,206.5,6
"NX54",1087,4,0.127,20.94,32.46,0.74,25,224,7
"NX55",1088,47,0.132,20.77,34.99,0.74,25.6,223.4,6
"NX56",1089,20,0.147,18.86,31.74,0.74,27.4,215.7,6
"NX57",1090,24,0.145,19.76,33.36,0.74,27.4,223,6
"NX58",1091,94,0.141,19.31,33.17,0.74,26.1,211.5,5
"NX59",1092,12,0.133,20.42,35.24,0.74,24.6,211,6
"NX64",1093,34,0.132,21.71,31.94,0.74,25,223.2,6
"NX65",1094,11,0.131,23.73,29.57,0.74,23.8,223.8,5
"NX66",1095,18,0.137,21.52,36.48,0.74,26.1,230.7,6
"NX67",1096,81,0.132,21.65,35.16,0.74,24.8,223.5,7
"NX68",1097,46,0.138,20.73,33.82,0.74,24.9,212.4,6
"NX69",1098,6,0.13,20.96,36.55,0.74,24.4,214,6
"NX74",1099,48,0.149,20.13,28.64,0.74,26.8,216,4
"NX75",1100,9,0.136,23.49,27.36,0.74,23.9,218.8,4
"NX76",1101,37,0.138,20.31,26.12,0.74,23.6,198.5,5
"NX77",1102,8,0.137,18.26,29.17,0.74,25.6,206.1,8
"NX78",1103,10,0.128,21,36.06,0.74,23.8,210.9,6
"NX79",1104,23,0.121,25.08,38.14,0.74,22.3,223.5,5
"NX84",1105,1,0.148,21.62,31.4,0.74,27.9,235.4,4
"NX85",1106,70,0.16,17.06,30.3,0.74,30.7,221.2,6
"NX86",1107,14,0.145,20.89,26.78,0.74,24.8,207.2,4
"NX87",1108,9,0.149,17.19,24.48,0.74,26.3,195.6,6
"NX88",1109,3,0.135,19.49,25.73,0.74,23.6,195.5,6
"NX89",1110,128,0.138,18.41,25.35,0.74,23.6,188.3,6
"NX90",1111,0,0.23,16.37,39.32,0.74,35.6,207.3,6
"NX91",1112,49,0.242,16.66,38.71,0.74,40.2,230.8,6
"NX92",1113,30,0.218,18.69,38.51,0.74,34.8,222.2,6
"NX93",1114,0,0.173,25.31,39.04,0.74,34.7,296.1,6
"NX94",1115,0,0.155,22.92,37.96,0.74,27.6,235.1,4
"NX95",1116,28,0.167,19.85,34.76,0.74,27.6,210.1,4
"NX96",1117,23,0.162,17.75,29.91,0.74,31.2,231.5,6
"NX97",1118,25,0.175,19.75,27.64,0.74,27.4,202.6,5
"NX98",1119,10,0.154,18.18,24,0.74,26.2,197.3,5
"NX99",1120,49,0.116,25.88,43.2,0.74,22.5,235.2,6
"NY00",1121,63,0.277,14.25,36.29,0.74,48.3,242.2,6
"NY01",1122,47,0.269,13.04,36.92,0.74,56.7,279.4,4
"NY02",1123,53,0.231,18.42,41.18,0.74,40.9,254.2,6
"NY03",1124,81,0.245,17.64,41.89,0.74,37.6,216.3,8
"NY04",1125,19,0.214,16.33,39.37,0.74,31.7,190.6,6
"NY05",1126,3,0.186,17.86,38.41,0.74,29.1,198.3,4
"NY06",1127,24,0.208,16.26,37.83,0.74,31.3,191.5,5
"NY07",1128,17,0.231,15.54,32.81,0.74,34.4,193.8,6
"NY08",1129,4,0.165,20.18,26.03,0.74,28,215.1,4
"NY09",1130,66,0.147,22.46,37.73,0.74,27.9,245,5
"NY10",1131,49,0.326,8.99,29.82,0.74,96,355.9,4
"NY11",1132,53,0.335,8.5,26.39,0.74,98.4,350.6,4
"NY12",1133,74,0.287,10.44,33.18,0.74,75.5,321.7,4
"NY13",1134,60,0.235,18.38,37.29,0.74,42.3,258.9,6
"NY14",1135,57,0.243,15.59,39.15,0.74,35.7,195.3,7
"NY15",1136,28,0.222,14.92,36.32,0.74,32,181.5,5
"NY16",1137,10,0.214,16.75,35.93,0.74,31.9,194.8,5
"NY17",1138,8,0.224,18.51,30.56,0.74,34,211.5,7
"NY18",1139,15,0.178,20.82,27.44,0.74,31.5,236.1,6
"NY19",1140,23,0.158,20.62,37.87,0.74,31.6,258.1,5
"NY20",1141,75,0.318,9.59,32.53,0.74,93.4,361.8,4
"NY21",1142,194,0.324,9.19,30.58,0.74,95.3,358.2,4
"NY22",1143,131,0.313,9.23,30.72,0.74,91.2,349.2,4
"NY23",1144,66,0.282,11.23,33.32,0.74,67.9,303,4
"NY24",1145,42,0.256,18.65,33.25,0.74,40.2,233.2,8
"NY25",1146,26,0.246,15.16,33.08,0.74,35.2,189.5,7
"NY26",1147,34,0.229,15.64,33,0.74,33.4,190,6
"NY27",1148,17,0.206,21.35,32.01,0.74,35.9,252.5,6
"NY28",1149,6,0.151,23.05,34.7,0.74,31.1,274.2,4
"NY29",1150,19,0.139,25.02,36.9,0.74,25.2,240.3,4
"NY30",1151,239,0.313,10.08,37.21,0.74,91.9,367.9,5
"NY31",1152,176,0.318,9.75,34.15,0.74,93.7,365.8,5
"NY32",1153,148,0.315,9.65,33.24,0.74,92.4,360.3,5
"NY33",1154,75,0.289,10.63,32.36,0.74,70.4,302,4
"NY34",1155,43,0.275,15.15,28.43,0.74,47.8,244.1,7
"NY35",1156,73,0.254,14.57,32.17,0.74,36.1,186.8,7
"NY36",1157,50,0.242,17.36,30.67,0.74,35.1,202.6,7
"NY37",1158,8,0.232,20.83,29.46,0.74,36.1,234.6,7
"NY38",1159,21,0.148,22.77,30.24,0.74,32.3,281.9,4
"NY39",1160,12,0.13,24.9,37.42,0.74,25.4,245,4
"NY40",1161,90,0.305,10.67,39.13,0.74,89.2,371.8,5
"NY41",1162,117,0.314,10.23,36.89,0.74,92,370.2,5
"NY42",1163,117,0.313,10.5,28.91,0.74,65,266.5,4
"NY43",1164,42,0.309,11.89,26.49,0.74,57.6,249.5,6
"NY44",1165,34,0.295,13.51,26.4,0.74,50.9,238.2,6
"NY45",1166,30,0.279,14.86,26.78,0.74,39.6,197.2,7
"NY46",1167,41,0.272,15.25,27.99,0.74,38.8,197.7,7
"NY47",1168,14,0.246,15.5,29.64,0.74,46.1,257.2,5
"NY48",1169,28,0.164,21.34,31.69,0.74,35,283.4,4
"NY49",1170,30,0.152,20.38,33.88,0.74,31.2,253,5
"NY50",1171,63,0.304,11.02,41.12,0.74,88.6,375.6,5
"NY51",1172,112,0.292,11.26,38.21,0.74,76.2,334.1,5
"NY52",1173,53,0.313,11.91,29.38,0.74,59.7,258.8,5
"NY53",1174,49,0.312,12.02,28.91,0.74,59,257.4,5
"NY54",1175,64,0.308,11.27,28.87,0.74,60.7,258.8,5
"NY55",1176,50,0.3,10.59,32.62,0.74,70.4,296.8,4
"NY56",1177,45,0.286,12.77,29.07,0.74,53.8,253.9,5
"NY57",1178,33,0.271,11.38,33.11,0.74,60.5,278.5,3
"NY58",1179,2,0.187,20.76,35.89,0.74,35.1,258.8,5
"NY59",1180,27,0.172,21.03,41.45,0.74,34.6,269.6,5
"NY60",1181,52,0.291,11.53,44.67,0.74,84.3,374.2,5
"NY61",1182,83,0.312,11.12,30,0.74,62.2,262.9,5
"NY62",1183,77,0.315,11.94,32.94,0.74,61.6,268.1,5
"NY63",1184,80,0.341,9.01,37.68,0.74,83.3,302.7,4
"NY64",1185,24,0.319,10.31,36.95,0.74,90.3,361,5
"NY65",1186,96,0.289,12.22,33.78,0.74,75.2,345.1,5
"NY66",1187,144,0.291,10.8,35.78,0.74,65.2,282.2,4
"NY67",1188,44,0.203,17.45,31.87,0.74,37.4,241.9,5
"NY68",1189,34,0.205,17.88,34.06,0.74,37.7,245.9,5
"NY69",1190,29,0.201,19.45,36.71,0.74,38.7,266,5
"NY70",1191,94,0.285,11.67,41.8,0.74,80.3,363.2,5
"NY71",1192,78,0.316,11.1,30.14,0.74,61.5,257.8,5
"NY72",1193,52,0.365,9.78,38.55,0.74,83.4,303.7,6
"NY73",1194,86,0.371,9.89,35.52,0.74,86,311.7,6
"NY74",1195,170,0.362,9.44,31.92,0.74,87.7,314.9,6
"NY75",1196,118,0.351,8.97,34.85,0.74,85,303.9,5
"NY76",1197,135,0.311,10.61,37.74,0.74,66,274.6,4
"NY77",1198,41,0.236,14.75,33.44,0.74,44.1,244.4,5
"NY78",1199,87,0.228,15.22,36.83,0.74,43.6,250.9,4
"NY79",1200,36,0.231,15.1,31.77,0.74,43,243,5
"NY80",1201,84,0.355,11.34,42.15,0.74,80.6,318.7,7
"NY81",1202,44,0.364,9.68,41.11,0.74,80.1,290.9,6
"NY82",1203,109,0.374,9.28,36.27,0.74,83.1,291.1,6
"NY83",1204,94,0.382,9.08,32.54,0.74,86.7,297,6
"NY84",1205,94,0.381,8.94,29.74,0.74,88.5,301.7,6
"NY85",1206,48,0.332,10.46,34.71,0.74,76.1,304.5,5
"NY86",1207,59,0.306,11.83,38.43,0.74,60.2,266.8,5
"NY87",1208,88,0.308,10.29,34.57,0.74,64.1,264.7,4
"NY88",1209,111,0.317,9.53,32.13,0.74,65.4,256.7,3
"NY89",1210,83,0.325,9.19,29.66,0.74,68.2,258.9,4
"NY90",1211,99,0.354,10.63,41.97,0.74,75.8,290.9,6
"NY91",1212,63,0.383,8.68,33.57,0.74,81.6,272.9,6
"NY92",1213,83,0.355,9.2,30.99,0.74,82.1,296.9,5
"NY93",1214,97,0.385,8.56,32.02,0.74,86.6,287.5,6
"NY94",1215,86,0.348,10.01,22.95,0.74,78.2,297.2,5
"NY95",1216,51,0.317,10.97,35.7,0.74,64.7,271.1,5
"NY96",1217,63,0.304,12.81,34.63,0.74,51.8,240.3,5
"NY97",1218,74,0.306,12.06,36.68,0.74,56.7,254.1,5
"NY98",1219,66,0.316,9.55,30.84,0.74,65.1,255.7,3
"NY99",1220,89,0.305,10.73,30.67,0.74,63.2,266.3,4
"NZ00",1221,108,0.353,10.62,38.44,0.74,76,292.1,6
"NZ01",1222,99,0.337,11.32,26.63,0.74,58.7,240.5,6
"NZ02",1223,76,0.341,10.21,28.51,0.74,68.3,265.3,5
"NZ03",1224,45,0.34,10.1,29.43,0.74,71.6,276.2,5
"NZ04",1225,127,0.354,10.34,30.91,0.74,77.4,297,5
"NZ05",1226,63,0.32,12.04,31.03,0.74,53.9,235,5
"NZ06",1227,48,0.303,17.88,29.16,0.74,33.6,179.2,8
"NZ07",1228,32,0.309,12.21,31.7,0.74,53.7,240.6,5
