"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Lecidea diducens",2011.5,0.262,0.088,9,9,9,1077,0
"Lecidea endomelaena",1779.5,0,0,0,0,0,0,0
"Lecidea endomelaena",1979.5,0.344,0.176,4,4,4,141,0
"Lecidea endomelaena",2011.5,0.205,0.147,2,2,2,141,0
"Lecidea erythrophaea",1779.5,0,0,0,0,0,0,0
"Lecidea erythrophaea",1979.5,0.462,0.476,1,1,1,50,0
"Lecidea erythrophaea",2011.5,0.36,0.367,1,1,1,50,0
"Lecidea exigua",1779.5,0,0,0,0,0,0,0
"Lecidea exigua",1979.5,0.274,0.278,1,1,1,65,0
"Lecidea exigua",2011.5,0,0,0,0,0,0,0
"Lecidea fuliginosa",1779.5,0,0,0,0,0,0,0
"Lecidea fuliginosa",1979.5,0.363,0.15,6,6,6,479,0
"Lecidea fuliginosa",2011.5,0.082,0.082,1,1,1,479,0
"Lecidea fuscoatra s. lat.",1779.5,0.319,0.277,1,1,1,2845,0
"Lecidea fuscoatra s. lat.",1979.5,0.493,0.029,296,292.8,292.8,2845,0
"Lecidea fuscoatra s. lat.",2011.5,0.3,0.025,146,142.5,142.5,2845,0
"Lecidea globulispora",1779.5,0,0,0,0,0,0,0
"Lecidea globulispora",1979.5,0,0,0,0,0,0,0
"Lecidea globulispora",2011.5,0.474,0.489,1,1,1,112,0
"Lecidea grisella",1779.5,0,0,0,0,0,0,0
"Lecidea grisella",1979.5,0.113,0.027,18,17,17,2101,0
"Lecidea grisella",2011.5,0.337,0.053,41,40.5,40.5,2101,0
"Arthonia meridionalis",1779.5,0,0,0,0,0,0,0
"Arthonia meridionalis",1979.5,0,0,0,0,0,0,0
"Arthonia meridionalis",2011.5,3.066,5.095,1,1,1,8,0
"Lecidea lactea s. lat.",1779.5,0.724,0.629,2,1,1,1607,0
"Lecidea lactea s. lat.",1979.5,0.442,0.062,52,51.3,51.3,1607,0
"Lecidea lactea s. lat.",2011.5,0.23,0.045,26,26,26,1607,0
"Lecidea lapicida",1779.5,0.925,0.829,1,1,1,1076,0
"Lecidea lapicida",1979.5,0.283,0.073,16,14.7,14.7,1076,0
"Lecidea lapicida",2011.5,0.22,0.062,13,12.7,12.7,1076,0
"Lecidea lichenicola",1779.5,0,0,0,0,0,0,0
"Lecidea lichenicola",1979.5,0.238,0.108,5,5,5,321,0
"Lecidea lichenicola",2011.5,0.18,0.128,2,2,2,321,0
"Lecidea lithophila",1779.5,0.305,0.335,2,0.6,0.6,1941,0
"Lecidea lithophila",1979.5,0.387,0.045,77,75.6,75.6,1941,0
"Lecidea lithophila",2011.5,0.521,0.053,101,99.7,99.7,1941,0
"Lecidea nylanderi",1779.5,0,0,0,0,0,0,0
"Lecidea nylanderi",1979.5,0.08,0.056,2,2,2,811,0
"Lecidea nylanderi",2011.5,0.379,0.121,10,10,10,811,0
"Lecidea obluridata",1779.5,0,0,0,0,0,0,0
"Lecidea obluridata",1979.5,0,0,0,0,0,0,0
"Lecidea obluridata",2011.5,0.316,0.322,1,1,1,69,0
"Lecidea paraclitica",1779.5,0.791,2.084,1,0.1,0.1,106,0
"Lecidea paraclitica",1979.5,0,0,0,0,0,0,0
"Lecidea paraclitica",2011.5,0,0,0,0,0,0,0
"Lecidea paupercula",1779.5,0,0,0,0,0,0,0
"Lecidea paupercula",1979.5,0.641,0.409,3,2.5,2.5,188,0
"Lecidea paupercula",2011.5,0,0,0,0,0,0,0
"Lecidea phaeops",1779.5,0,0,0,0,0,0,0
"Lecidea phaeops",1979.5,0.233,0.078,9,9,9,768,0
"Lecidea phaeops",2011.5,0.309,0.083,14,14,14,768,0
"Lecidea plana",1779.5,0,0,0,0,0,0,0
"Lecidea plana",1979.5,0.172,0.055,10,9.7,9.7,1038,0
"Lecidea plana",2011.5,0.395,0.078,26,26,26,1038,0
"Arthonia muscigena",1779.5,0,0,0,0,0,0,0
"Arthonia muscigena",1979.5,0.218,0.066,11,11,11,1582,0
"Arthonia muscigena",2011.5,0.301,0.078,15,15,15,1582,0
"Lecidea promixta",1779.5,0,0,0,0,0,0,0
"Lecidea promixta",1979.5,0,0,0,0,0,0,0
"Lecidea promixta",2011.5,0.772,0.78,1,1,1,49,0
"Lecidea sarcogynoides",1779.5,0,0,0,0,0,0,0
"Lecidea sarcogynoides",1979.5,0.66,0.692,1,1,1,29,0
"Lecidea sarcogynoides",2011.5,0.604,0.628,1,1,1,29,0
"Lecidea silacea",1779.5,0,0,0,0,0,0,0
"Lecidea silacea",1979.5,0.316,0.183,3,3,3,162,0
"Lecidea silacea",2011.5,0.172,0.123,2,2,2,162,0
"Lecidea subhumida",1779.5,0,0,0,0,0,0,0
"Lecidea subhumida",1979.5,0,0,0,0,0,0,0
"Lecidea subhumida",2011.5,0.271,0.273,1,1,1,92,0
"Lecidea turgidula",1779.5,0,0,0,0,0,0,0
"Lecidea turgidula",1979.5,0.203,0.061,11,11,11,1180,0
"Lecidea turgidula",2011.5,0.253,0.068,14,13.9,13.9,1180,0
"Lecidella anomaloides",1779.5,0,0,0,0,0,0,0
"Lecidella anomaloides",1979.5,0.386,0.145,8,7.1,7.1,715,0
"Lecidella anomaloides",2011.5,0.106,0.075,2,2,2,715,0
"Lecidella asema",1779.5,0.748,0.772,2,0.7,0.7,1337,0
"Lecidella asema",1979.5,0.421,0.066,44,40.2,40.2,1337,0
"Lecidella asema",2011.5,0.53,0.08,48,43.9,43.9,1337,0
"Lecidella carpathica",1779.5,0.013,0.143,1,0,0,1571,0
"Lecidella carpathica",1979.5,0.215,0.049,19,19,19,1571,0
"Lecidella carpathica",2011.5,0.244,0.058,18,17.9,17.9,1571,0
"Lecidella elaeochroma",1779.5,0.527,0.322,4,2,2,2846,0
"Lecidella elaeochroma",1979.5,0.571,0.03,388,380.1,380.1,2846,0
"Lecidella elaeochroma",2011.5,1.364,0.059,616,602.2,602.2,2846,0
"Lecidella flavosorediata",1779.5,0,0,0,0,0,0,0
"Lecidella flavosorediata",1979.5,0,0,0,0,0,0,0
"Lecidella flavosorediata",2011.5,0.35,0.249,2,2,2,161,0
"Arthonia patellulata",1779.5,0,0,0,0,0,0,0
"Arthonia patellulata",1979.5,0.246,0.243,1,1,1,166,0
"Arthonia patellulata",2011.5,0.13,0.131,1,1,1,166,0
"Lecidella meiococca",1779.5,0,0,0,0,0,0,0
"Lecidella meiococca",1979.5,0.236,0.136,3,3,3,333,0
"Lecidella meiococca",2011.5,0.263,0.137,4,3.8,3.8,333,0
"Lecidella scabra",1779.5,0,0,0,0,0,0,0
"Lecidella scabra",1979.5,0.715,0.033,497,488.3,488.3,2846,0
"Lecidella scabra",2011.5,0.656,0.036,345,339.5,339.5,2846,0
"Lecidella stigmatea",1779.5,0.289,0.248,1,1,1,2846,0
"Lecidella stigmatea",1979.5,0.719,0.034,494,487.5,487.5,2846,0
"Lecidella stigmatea",2011.5,0.607,0.035,321,314.9,314.9,2846,0
"Lecidella subviridis",1779.5,0,0,0,0,0,0,0
"Lecidella subviridis",1979.5,0.689,0.711,1,1,1,120,0
"Lecidella subviridis",2011.5,0,0,0,0,0,0,0
"Lecidella viridans",1779.5,0,0,0,0,0,0,0
"Lecidella viridans",1979.5,0.443,0.45,1,1,1,120,0
"Lecidella viridans",2011.5,0.435,0.619,1,0.5,0.5,120,0
"Lecidoma demissum",1779.5,0,0,0,0,0,0,0
"Lecidoma demissum",1979.5,0.319,0.122,7,6.9,6.9,591,0
"Lecidoma demissum",2011.5,0.218,0.097,5,5,5,591,0
"Lemmopsis arnoldiana",1779.5,14.779,19.577,1,0.3,0.3,147,0
"Lemmopsis arnoldiana",1979.5,0.444,0.447,1,1,1,147,0
"Lemmopsis arnoldiana",2011.5,0.273,0.278,1,1,1,147,0
"Lemmopsis oblongans",1779.5,0,0,0,0,0,0,0
"Lemmopsis oblongans",1979.5,0,0,0,0,0,0,0
"Lemmopsis oblongans",2011.5,0.6,0.613,1,1,1,66,0
"Lempholemma botryosum",1779.5,0,0,0,0,0,0,0
"Lempholemma botryosum",1979.5,0.324,0.146,5,4.9,4.9,408,0
"Lempholemma botryosum",2011.5,0.051,0.051,1,1,1,408,0
"Lempholemma chalazanellum",1779.5,0,0,0,0,0,0,0
"Lempholemma chalazanellum",1979.5,0.189,0.078,6,5.9,5.9,908,0
"Lempholemma chalazanellum",2011.5,0.19,0.085,5,5,5,908,0
"Arthonia phaeobaea",1779.5,0,0,0,0,0,0,0
"Arthonia phaeobaea",1979.5,0.459,0.169,9,7.5,7.5,434,0
"Arthonia phaeobaea",2011.5,0.123,0.101,2,1.5,1.5,434,0
"Lempholemma chalazanum",1779.5,0,0,0,0,0,0,0
"Lempholemma chalazanum",1979.5,0.386,0.39,1,1,1,116,0
"Lempholemma chalazanum",2011.5,0,0,0,0,0,0,0
"Lempholemma cladodes",1779.5,0,0,0,0,0,0,0
"Lempholemma cladodes",1979.5,0.359,0.163,5,4.9,4.9,453,0
"Lempholemma cladodes",2011.5,0.076,0.075,1,1,1,453,0
"Lempholemma polyanthes",1779.5,2.516,2.937,1,0.5,0.5,713,0
"Lempholemma polyanthes",1979.5,0.276,0.113,6,6,6,713,0
"Lempholemma polyanthes",2011.5,0.187,0.093,4,4,4,713,0
"Lempholemma radiatum",1779.5,0.871,1.724,1,0.3,0.3,300,0
"Lempholemma radiatum",1979.5,0.396,0.178,5,5,5,300,0
"Lempholemma radiatum",2011.5,0.204,0.144,2,2,2,300,0
"Lepraria borealis",1779.5,0.054,0.712,1,0,0,279,0
"Lepraria borealis",1979.5,0,0,0,0,0,0,0
"Lepraria borealis",2011.5,0.213,0.213,1,1,1,279,0
"Lepraria caesioalba",1779.5,0,0,0,0,0,0,0
"Lepraria caesioalba",1979.5,0.403,0.048,73,70.8,70.8,1764,0
"Lepraria caesioalba",2011.5,0.33,0.045,54,53,53,1764,0
"Lepraria crassissima",1779.5,0,0,0,0,0,0,0
"Lepraria crassissima",1979.5,0.246,0.11,5,5,5,580,0
"Lepraria crassissima",2011.5,0.102,0.072,2,2,2,580,0
"Lepraria diffusa",1779.5,0,0,0,0,0,0,0
"Lepraria diffusa",1979.5,0.271,0.122,5,5,5,532,0
"Lepraria diffusa",2011.5,0.135,0.101,2,1.8,1.8,532,0
"Lepraria eburnea",1779.5,0,0,0,0,0,0,0
"Lepraria eburnea",1979.5,0.166,0.096,3,3,3,457,0
"Lepraria eburnea",2011.5,0.245,0.126,4,3.8,3.8,457,0
"Lepraria ecorticata",1779.5,0,0,0,0,0,0,0
"Lepraria ecorticata",1979.5,0.086,0.035,6,6,6,1242,0
"Lepraria ecorticata",2011.5,0.503,0.088,33,33,33,1242,0
"Arthonia punctiformis",1779.5,0.111,0.181,1,0.3,0.3,2655,0
"Arthonia punctiformis",1979.5,0.326,0.031,113,111.9,111.9,2655,0
"Arthonia punctiformis",2011.5,0.35,0.034,109,105.6,105.6,2655,0
"Lepraria elobata",1779.5,0,0,0,0,0,0,0
"Lepraria elobata",1979.5,0.279,0.14,4,4,4,437,0
"Lepraria elobata",2011.5,0.258,0.149,3,3,3,437,0
"Lepraria finkii",1779.5,0,0,0,0,0,0,0
"Lepraria finkii",1979.5,0.113,0.015,62,60.6,60.6,2836,0
"Lepraria finkii",2011.5,0.691,0.041,298,288.2,288.2,2836,0
"Lepraria humida",1779.5,0,0,0,0,0,0,0
"Lepraria humida",1979.5,0,0,0,0,0,0,0
"Lepraria humida",2011.5,1.987,2.055,1,1,1,63,0
"Lepraria incana s. lat.",1779.5,0.178,0.18,2,0.7,0.7,2846,0
"Lepraria incana s. lat.",1979.5,1.513,0.056,896,878.1,878.1,2846,0
"Lepraria incana s. lat.",2011.5,1.209,0.053,598,584.2,584.2,2846,0
"Lepraria jackii",1779.5,0,0,0,0,0,0,0
"Lepraria jackii",1979.5,0.16,0.053,10,9,9,1439,0
"Lepraria jackii",2011.5,0.339,0.079,19,18.5,18.5,1439,0
"Lepraria membranacea",1779.5,0,0,0,0,0,0,0
"Lepraria membranacea",1979.5,0.351,0.04,79,76.5,76.5,2440,0
"Lepraria membranacea",2011.5,0.272,0.038,52,51.7,51.7,2440,0
"Lepraria neglecta",1779.5,0.341,0.675,1,0.2,0.2,686,0
"Lepraria neglecta",1979.5,0.535,0.143,14,14,14,686,0
"Lepraria neglecta",2011.5,0.036,0.036,1,1,1,686,0
"Lepraria nivalis",1779.5,0,0,0,0,0,0,0
"Lepraria nivalis",1979.5,0.169,0.06,8,8,8,946,0
"Lepraria nivalis",2011.5,0.492,0.112,20,19.9,19.9,946,0
"Lepraria rigidula",1779.5,0,0,0,0,0,0,0
"Lepraria rigidula",1979.5,0.109,0.034,10,10,10,1576,0
"Lepraria rigidula",2011.5,0.335,0.062,30,29,29,1576,0
"Lepraria sylvicola",1779.5,0,0,0,0,0,0,0
"Lepraria sylvicola",1979.5,0,0,0,0,0,0,0
"Lepraria sylvicola",2011.5,0.601,0.381,3,3,3,57,0
"Arthonia radiata",1779.5,1.12,0.499,12,3.7,3.7,2844,0
"Arthonia radiata",1979.5,0.33,0.023,212,210.6,210.6,2844,0
"Arthonia radiata",2011.5,0.94,0.047,448,434.9,434.9,2844,0
"Lepraria umbricola",1779.5,0,0,0,0,0,0,0
"Lepraria umbricola",1979.5,0.133,0.047,8,8,8,1257,0
"Lepraria umbricola",2011.5,0.315,0.071,21,20,20,1257,0
"Leprocaulon calcicola",1779.5,0,0,0,0,0,0,0
"Leprocaulon calcicola",1979.5,0,0,0,0,0,0,0
"Leprocaulon calcicola",2011.5,0.153,0.326,1,0.2,0.2,105,0
"Leprocaulon microscopicum",1779.5,0,0,0,0,0,0,0
"Leprocaulon microscopicum",1979.5,0.324,0.059,30,30,30,1555,0
"Leprocaulon microscopicum",2011.5,0.204,0.05,17,16.6,16.6,1555,0
"Leptogidium dendriscum",1779.5,0,0,0,0,0,0,0
"Leptogidium dendriscum",1979.5,0.202,0.204,1,1,1,228,0
"Leptogidium dendriscum",2011.5,0.262,0.188,2,2,2,228,0
"Leptogium biatorinum",1779.5,0,0,0,0,0,0,0
"Leptogium biatorinum",1979.5,0.125,0.089,2,2,2,387,0
"Leptogium biatorinum",2011.5,0.344,0.173,4,4,4,387,0
"Leptogium brebissonii",1779.5,0,0,0,0,0,0,0
"Leptogium brebissonii",1979.5,0.291,0.091,11,10.4,10.4,498,0
"Leptogium brebissonii",2011.5,0.628,0.128,26,25.5,25.5,498,0
"Leptogium britannicum",1779.5,0,0,0,0,0,0,0
"Leptogium britannicum",1979.5,0.227,0.076,9,9,9,703,0
"Leptogium britannicum",2011.5,0.419,0.104,18,16.6,16.6,703,0
"Leptogium burgessii",1779.5,0,0,0,0,0,0,0
"Leptogium burgessii",1979.5,0.494,0.098,26,25.8,25.8,665,0
"Leptogium burgessii",2011.5,0.602,0.102,37,36.3,36.3,665,0
"Leptogium cochleatum",1779.5,0,0,0,0,0,0,0
"Leptogium cochleatum",1979.5,0.31,0.18,3,3,3,234,0
"Leptogium cochleatum",2011.5,0.158,0.113,2,2,2,234,0
"Leptogium coralloideum",1779.5,0.117,1.294,1,0,0,312,0
"Leptogium coralloideum",1979.5,0,0,0,0,0,0,0
"Leptogium coralloideum",2011.5,0.354,0.18,4,4,4,312,0
"Arthonia spadicea",1779.5,0.37,0.431,3,0.5,0.5,2499,0
"Arthonia spadicea",1979.5,0.306,0.028,123,122.3,122.3,2499,0
"Arthonia spadicea",2011.5,0.452,0.038,145,141,141,2499,0
"Leptogium cyanescens",1779.5,0,0,0,0,0,0,0
"Leptogium cyanescens",1979.5,0.364,0.073,25,25,25,941,0
"Leptogium cyanescens",2011.5,0.627,0.095,47,45.4,45.4,941,0
"Leptogium diffractum",1779.5,0,0,0,0,0,0,0
"Leptogium diffractum",1979.5,0.33,0.166,4,4,4,473,0
"Leptogium diffractum",2011.5,0.34,0.176,4,3.8,3.8,473,0
"Leptogium gelatinosum",1779.5,0.002,0.029,1,0,0,2354,0
"Leptogium gelatinosum",1979.5,0.353,0.034,110,107.2,107.2,2354,0
"Leptogium gelatinosum",2011.5,0.297,0.033,85,83.4,83.4,2354,0
"Leptogium hibernicum",1779.5,0,0,0,0,0,0,0
"Leptogium hibernicum",1979.5,0.245,0.142,3,3,3,262,0
"Leptogium hibernicum",2011.5,0.266,0.135,4,4,4,262,0
"Leptogium intermedium",1779.5,0,0,0,0,0,0,0
"Leptogium intermedium",1979.5,0.064,0.064,1,1,1,361,0
"Leptogium intermedium",2011.5,0.465,0.192,6,6,6,361,0
"Leptogium lichenoides",1779.5,0.717,0.521,5,1.3,1.3,2275,0
"Leptogium lichenoides",1979.5,0.368,0.037,100,100,100,2275,0
"Leptogium lichenoides",2011.5,0.383,0.039,100,98.5,98.5,2275,0
"Leptogium magnussonii",1779.5,0,0,0,0,0,0,0
"Leptogium magnussonii",1979.5,0,0,0,0,0,0,0
"Leptogium magnussonii",2011.5,0.487,0.357,2,1.9,1.9,171,0
"Leptogium massiliense",1779.5,0,0,0,0,0,0,0
"Leptogium massiliense",1979.5,0.291,0.146,4,4,4,452,0
"Leptogium massiliense",2011.5,0.104,0.104,1,1,1,452,0
"Leptogium palmatum",1779.5,1.798,2.394,1,0.4,0.4,864,0
"Leptogium palmatum",1979.5,0.202,0.082,6,6,6,864,0
"Leptogium palmatum",2011.5,0.265,0.094,8,8,8,864,0
"Leptogium plicatile",1779.5,0,0,0,0,0,0,0
"Leptogium plicatile",1979.5,0.24,0.044,32,30.6,30.6,1888,0
"Leptogium plicatile",2011.5,0.241,0.046,28,27.2,27.2,1888,0
"Arthonia stellaris",1779.5,0,0,0,0,0,0,0
"Arthonia stellaris",1979.5,0.291,0.078,14,14,14,1084,0
"Arthonia stellaris",2011.5,0.215,0.062,12,12,12,1084,0
"Leptogium pulvinatum",1779.5,0,0,0,0,0,0,0
"Leptogium pulvinatum",1979.5,0.02,0.014,2,2,2,1755,0
"Leptogium pulvinatum",2011.5,0.466,0.072,44,43.1,43.1,1755,0
"Leptogium saturninum",1779.5,0.55,0.955,1,0.3,0.3,488,0
"Leptogium saturninum",1979.5,0.147,0.084,3,3,3,488,0
"Leptogium saturninum",2011.5,0.21,0.094,5,5,5,488,0
"Leptogium schraderi",1779.5,1.947,1.641,2,1,1,1670,0
"Leptogium schraderi",1979.5,0.312,0.048,43,41.6,41.6,1670,0
"Leptogium schraderi",2011.5,0.225,0.045,26,25.6,25.6,1670,0
"Leptogium subtile",1779.5,0,0,0,0,0,0,0
"Leptogium subtile",1979.5,0.17,0.056,10,9.3,9.3,1400,0
"Leptogium subtile",2011.5,0.281,0.074,15,14.5,14.5,1400,0
"Leptogium subtorulosum",1779.5,0,0,0,0,0,0,0
"Leptogium subtorulosum",1979.5,0,0,0,0,0,0,0
"Leptogium subtorulosum",2011.5,0.303,0.198,3,2.4,2.4,280,0
"Leptogium tenuissimum",1779.5,31.256,28.108,1,0.6,0.6,362,0
"Leptogium tenuissimum",1979.5,0,0,0,0,0,0,0
"Leptogium tenuissimum",2011.5,0.405,0.202,4,4,4,362,0
"Leptogium teretiusculum",1779.5,0,0,0,0,0,0,0
"Leptogium teretiusculum",1979.5,0.296,0.036,67,66.4,66.4,2067,0
"Leptogium teretiusculum",2011.5,0.343,0.044,64,61.8,61.8,2067,0
"Leptogium turgidum",1779.5,0.01,0.113,1,0,0,1703,0
"Leptogium turgidum",1979.5,0.201,0.038,28,27.6,27.6,1703,0
"Leptogium turgidum",2011.5,0.262,0.051,27,26.6,26.6,1703,0
"Lichenomphalia alpina",1779.5,0,0,0,0,0,0,0
"Lichenomphalia alpina",1979.5,0.159,0.071,5,5,5,660,0
"Lichenomphalia alpina",2011.5,0.313,0.098,12,10.3,10.3,660,0
"Lichenomphalia hudsoniana",1779.5,0.252,0.413,1,0.3,0.3,1274,0
"Lichenomphalia hudsoniana",1979.5,0.476,0.083,33,32.9,32.9,1274,0
"Lichenomphalia hudsoniana",2011.5,0.231,0.055,18,17.6,17.6,1274,0
"Arthonia vinosa",1779.5,0,0,0,0,0,0,0
"Arthonia vinosa",1979.5,0.368,0.041,82,81.4,81.4,1931,0
"Arthonia vinosa",2011.5,0.354,0.043,71,70.3,70.3,1931,0
"Lichenomphalia umbellifera",1779.5,0.505,0.487,1,0.8,0.8,1709,0
"Lichenomphalia umbellifera",1979.5,0.363,0.05,54,52.4,52.4,1709,0
"Lichenomphalia umbellifera",2011.5,0.404,0.052,60,60,60,1709,0
"Lichenomphalia velutina",1779.5,0,0,0,0,0,0,0
"Lichenomphalia velutina",1979.5,0.388,0.277,2,2,2,161,0
"Lichenomphalia velutina",2011.5,0.24,0.24,1,1,1,161,0
"Lichina confinis",1779.5,0.336,0.57,2,0.2,0.2,1420,0
"Lichina confinis",1979.5,0.457,0.068,48,44.6,44.6,1420,0
"Lichina confinis",2011.5,0.299,0.058,29,26.8,26.8,1420,0
"Lichina pygmaea",1779.5,0,0,0,0,0,0,0
"Lichina pygmaea",1979.5,0.57,0.094,38,37,37,1122,0
"Lichina pygmaea",2011.5,0.141,0.049,9,8.3,8.3,1122,0
"Lichinodium sirosiphoideum",1779.5,0,0,0,0,0,0,0
"Lichinodium sirosiphoideum",1979.5,2.281,3.27,1,1,1,86,0
"Lichinodium sirosiphoideum",2011.5,0,0,0,0,0,0,0
"Lithographa tesserata",1779.5,0,0,0,0,0,0,0
"Lithographa tesserata",1979.5,0.041,0.053,1,0.6,0.6,501,0
"Lithographa tesserata",2011.5,0.366,0.15,6,6,6,501,0
"Lithothelium phaeosporum",1779.5,0,0,0,0,0,0,0
"Lithothelium phaeosporum",1979.5,0,0,0,0,0,0,0
"Lithothelium phaeosporum",2011.5,0.327,0.189,3,3,3,378,0
"Llimonaea sorediata",1779.5,0,0,0,0,0,0,0
"Llimonaea sorediata",1979.5,0.023,0.023,1,1,1,686,0
"Llimonaea sorediata",2011.5,0.462,0.117,16,15.9,15.9,686,0
"Lobaria amplissima",1779.5,0.765,0.818,5,0.6,0.6,1599,0
"Lobaria amplissima",1979.5,0.331,0.055,36,36,36,1599,0
"Lobaria amplissima",2011.5,0.315,0.054,34,34,34,1599,0
"Lobaria pulmonaria",1779.5,0.422,0.396,7,0.8,0.8,2054,0
"Lobaria pulmonaria",1979.5,0.551,0.048,137,134.3,134.3,2054,0
"Lobaria pulmonaria",2011.5,0.7,0.056,163,159.3,159.3,2054,0
"Acarospora badiofusca",1779.5,0,0,0,0,0,0,0
"Acarospora badiofusca",1979.5,0.369,0.264,2,2,2,119,0
"Acarospora badiofusca",2011.5,0,0,0,0,0,0,0
"Arthonia zwackhii",1779.5,0,0,0,0,0,0,0
"Arthonia zwackhii",1979.5,0.224,0.101,5,5,5,407,0
"Arthonia zwackhii",2011.5,0.428,0.144,9,9,9,407,0
"Lobaria scrobiculata",1779.5,1.158,0.755,12,1.8,1.8,1620,0
"Lobaria scrobiculata",1979.5,0.532,0.065,68,66.5,66.5,1620,0
"Lobaria scrobiculata",2011.5,0.602,0.069,81,77.9,77.9,1620,0
"Lobaria virens",1779.5,0.51,0.584,5,0.6,0.6,1524,0
"Lobaria virens",1979.5,0.531,0.066,68,65.9,65.9,1524,0
"Lobaria virens",2011.5,0.718,0.076,96,93,93,1524,0
"Lopadium disciforme",1779.5,0,0,0,0,0,0,0
"Lopadium disciforme",1979.5,0.227,0.053,18,18,18,1195,0
"Lopadium disciforme",2011.5,0.398,0.07,34,32.8,32.8,1195,0
"Lopadium pezizoideum",1779.5,10.593,14.241,1,1,1,88,0
"Lopadium pezizoideum",1979.5,0.489,0.497,1,1,1,88,0
"Lopadium pezizoideum",2011.5,0,0,0,0,0,0,0
"Loxospora elatina",1779.5,0.09,0.22,1,0.1,0.1,1908,0
"Loxospora elatina",1979.5,0.366,0.046,63,62.6,62.6,1908,0
"Loxospora elatina",2011.5,0.508,0.057,84,82.6,82.6,1908,0
"Massalongia carnosa",1779.5,0.814,0.898,1,0.6,0.6,1064,0
"Massalongia carnosa",1979.5,0.188,0.054,13,12.2,12.2,1064,0
"Massalongia carnosa",2011.5,0.366,0.074,25,25,25,1064,0
"Megalaria grossa",1779.5,1.091,0.866,8,1.2,1.2,1327,0
"Megalaria grossa",1979.5,0.342,0.065,28,27.8,27.8,1327,0
"Megalaria grossa",2011.5,0.199,0.049,17,16.5,16.5,1327,0
"Megalaria laureri",1779.5,0,0,0,0,0,0,0
"Megalaria laureri",1979.5,0.477,0.35,2,2,2,67,0
"Megalaria laureri",2011.5,0.955,0.523,4,4,4,67,0
"Megalaria pulverea",1779.5,0.454,0.508,2,0.6,0.6,1970,0
"Megalaria pulverea",1979.5,0.281,0.039,52,51.2,51.2,1970,0
"Megalaria pulverea",2011.5,0.659,0.064,113,110.5,110.5,1970,0
"Megalospora tuberculosa",1779.5,0,0,0,0,0,0,0
"Megalospora tuberculosa",1979.5,0.29,0.097,9,9,9,661,0
"Megalospora tuberculosa",2011.5,0.202,0.077,7,7,7,661,0
"Arthopyrenia atractospora",1779.5,0,0,0,0,0,0,0
"Arthopyrenia atractospora",1979.5,0,0,0,0,0,0,0
"Arthopyrenia atractospora",2011.5,0.229,0.233,1,1,1,108,0
"Megaspora verrucosa",1779.5,1.754,1.642,1,1,1,461,0
"Megaspora verrucosa",1979.5,0.343,0.14,6,6,6,461,0
"Megaspora verrucosa",2011.5,0.239,0.12,4,4,4,461,0
"Melanelia hepatizon",1779.5,2.101,1.627,2,1.4,1.4,546,0
"Melanelia hepatizon",1979.5,0.294,0.118,7,6.2,6.2,546,0
"Melanelia hepatizon",2011.5,0.252,0.103,6,6,6,546,0
"Melanelia stygia",1779.5,2.769,2.626,1,1,1,226,0
"Melanelia stygia",1979.5,0.324,0.187,3,3,3,226,0
"Melanelia stygia",2011.5,0.129,0.128,1,1,1,226,0
"Melanelixia fuliginosa",1779.5,0.437,0.302,5,1.5,1.5,2846,0
"Melanelixia fuliginosa",1979.5,0.637,0.033,399,391.7,391.7,2846,0
"Melanelixia fuliginosa",2011.5,0.546,0.034,275,268,268,2846,0
"Melanelixia glabratula",1779.5,0.406,0.283,3,1.5,1.5,2846,0
"Melanelixia glabratula",1979.5,0.718,0.034,471,461,461,2846,0
"Melanelixia glabratula",2011.5,0.676,0.037,363,350.9,350.9,2846,0
"Melanelixia subaurifera",1779.5,1.008,0.445,9,3.8,3.8,2846,0
"Melanelixia subaurifera",1979.5,0.532,0.028,370,365.8,365.8,2846,0
"Melanelixia subaurifera",2011.5,0.946,0.046,473,462.2,462.2,2846,0
"Melanohalea elegantula",1779.5,0,0,0,0,0,0,0
"Melanohalea elegantula",1979.5,0.189,0.029,43,42.8,42.8,1906,0
"Melanohalea elegantula",2011.5,0.31,0.044,52,50.1,50.1,1906,0
"Melanohalea exasperata",1779.5,0.079,0.188,1,0.1,0.1,2154,0
"Melanohalea exasperata",1979.5,0.253,0.037,47,46.1,46.1,2154,0
"Melanohalea exasperata",2011.5,0.323,0.042,62,58.8,58.8,2154,0
"Melanohalea exasperatula",1779.5,0,0,0,0,0,0,0
"Melanohalea exasperatula",1979.5,0.197,0.035,31,31,31,2176,0
"Melanohalea exasperatula",2011.5,0.247,0.043,36,33.7,33.7,2176,0
"Melanohalea laciniatula",1779.5,0,0,0,0,0,0,0
"Melanohalea laciniatula",1979.5,0.181,0.03,36,36,36,2160,0
"Melanohalea laciniatula",2011.5,0.33,0.045,54,53.5,53.5,2160,0
"Arthopyrenia carneobrunneola",1779.5,0,0,0,0,0,0,0
"Arthopyrenia carneobrunneola",1979.5,0.27,0.07,15,15,15,943,0
"Arthopyrenia carneobrunneola",2011.5,0.293,0.069,19,18,18,943,0
"Melanohalea septentrionalis",1779.5,0,0,0,0,0,0,0
"Melanohalea septentrionalis",1979.5,0,0,0,0,0,0,0
